subject_session	dataset	path	fieldmaps	connectome: fMRIPrep	connectome: C-PAC: fmriprep-options
sub-A00028185_ses-BAS2_task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00028185/ses-BAS2	None	sub-A00028185_ses-BAS2_task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00028185_ses-BAS2_task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00028185/ses-BAS2	None	sub-A00028185_ses-BAS2_task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00028185_ses-BAS2_task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00028185/ses-BAS2	None	sub-A00028185_ses-BAS2_task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00028185_ses-BAS2_task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00028185/ses-BAS2	None	sub-A00028185_ses-BAS2_task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055908_ses-TRT_acq-VARIANTParallelReductionFactorInPlanePartialFourierPhaseEncodingDirection	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055908/ses-TRT	None		
sub-A00055908_ses-TRT_acq-VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055908/ses-TRT	None		
sub-A00055908_ses-TRT_task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055908/ses-TRT	None	sub-A00055908_ses-TRT_task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055908_ses-TRT_task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055908/ses-TRT	None	sub-A00055908_ses-TRT_task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055908_ses-TRT_task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055908/ses-TRT	None	sub-A00055908_ses-TRT_task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055908_ses-FLU1_task-CHECKERBOARD_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055908/ses-FLU1	None	sub-A00055908_ses-FLU1_task-CHECKERBOARD_acq-1400_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055908_ses-FLU1_task-BREATHHOLD_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055908/ses-FLU1	None	sub-A00055908_ses-FLU1_task-BREATHHOLD_acq-1400_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055908_ses-FLU1_task-CHECKERBOARD_acq-645	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055908/ses-FLU1	None	sub-A00055908_ses-FLU1_task-CHECKERBOARD_acq-645_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055908_ses-FLU1_task-rest_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055908/ses-FLU1	None	sub-A00055908_ses-FLU1_task-rest_acq-1400_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055908_ses-FLU1_task-rest_acq-645	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055908/ses-FLU1	None	sub-A00055908_ses-FLU1_task-rest_acq-645_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055908_ses-FLU1_task-rest_acq-CAP	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055908/ses-FLU1	None	sub-A00055908_ses-FLU1_task-rest_acq-CAP_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055908_ses-BAS1_acq-VARIANTParallelReductionFactorInPlanePartialFourierPhaseEncodingDirection	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055908/ses-BAS1	None		
sub-A00055908_ses-BAS1_acq-VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055908/ses-BAS1	None		
sub-A00055908_ses-BAS1_task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055908/ses-BAS1	None	sub-A00055908_ses-BAS1_task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055908_ses-BAS1_task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055908/ses-BAS1	None	sub-A00055908_ses-BAS1_task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055908_ses-BAS1_task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055908/ses-BAS1	None	sub-A00055908_ses-BAS1_task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055908_ses-BAS1_task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055908/ses-BAS1	None	sub-A00055908_ses-BAS1_task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055693_ses-FLU2_task-rest_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055693/ses-FLU2	None	sub-A00055693_ses-FLU2_task-rest_acq-1400_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055693_ses-FLU2_task-CHECKERBOARD_acq-645	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055693/ses-FLU2	None	sub-A00055693_ses-FLU2_task-CHECKERBOARD_acq-645_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055693_ses-FLU2_task-rest_acq-CAP	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055693/ses-FLU2	None	sub-A00055693_ses-FLU2_task-rest_acq-CAP_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055693_ses-FLU2_task-BREATHHOLD_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055693/ses-FLU2	None	sub-A00055693_ses-FLU2_task-BREATHHOLD_acq-1400_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055693_ses-FLU2_task-CHECKERBOARD_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055693/ses-FLU2	None	sub-A00055693_ses-FLU2_task-CHECKERBOARD_acq-1400_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055693_ses-FLU2_task-rest_acq-645	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055693/ses-FLU2	None	sub-A00055693_ses-FLU2_task-rest_acq-645_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055693_ses-TRT_task-rest_acq-645	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055693/ses-TRT	None	sub-A00055693_ses-TRT_task-rest_acq-645_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055693_ses-TRT_task-CHECKERBOARD_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055693/ses-TRT	None	sub-A00055693_ses-TRT_task-CHECKERBOARD_acq-1400_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055693_ses-TRT_task-rest_acq-CAP	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055693/ses-TRT	None	sub-A00055693_ses-TRT_task-rest_acq-CAP_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055693_ses-TRT_task-rest_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055693/ses-TRT	None	sub-A00055693_ses-TRT_task-rest_acq-1400_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055693_ses-FLU1_task-CHECKERBOARD_acq-645	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055693/ses-FLU1	None	sub-A00055693_ses-FLU1_task-CHECKERBOARD_acq-645_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055693_ses-FLU1_task-BREATHHOLD_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055693/ses-FLU1	None		
sub-A00055693_ses-FLU1_task-rest_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055693/ses-FLU1	None	sub-A00055693_ses-FLU1_task-rest_acq-1400_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055693_ses-FLU1_task-rest_acq-CAP	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055693/ses-FLU1	None	sub-A00055693_ses-FLU1_task-rest_acq-CAP_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055693_ses-FLU1_task-CHECKERBOARD_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055693/ses-FLU1	None	sub-A00055693_ses-FLU1_task-CHECKERBOARD_acq-1400_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055693_ses-FLU1_task-rest_acq-645	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055693/ses-FLU1	None	sub-A00055693_ses-FLU1_task-rest_acq-645_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055693_ses-BAS1_task-BREATHHOLD_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055693/ses-BAS1	None	sub-A00055693_ses-BAS1_task-BREATHHOLD_acq-1400_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055693_ses-BAS1_task-CHECKERBOARD_acq-645	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055693/ses-BAS1	None	sub-A00055693_ses-BAS1_task-CHECKERBOARD_acq-645_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00040151_ses-BAS1_acq-VARIANTParallelReductionFactorInPlanePartialFourierPhaseEncodingDirection	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00040151/ses-BAS1	None		
sub-A00040151_ses-BAS1_acq-VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00040151/ses-BAS1	None		
sub-A00040151_ses-BAS1_task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00040151/ses-BAS1	None	sub-A00040151_ses-BAS1_task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00040151_ses-BAS1_task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00040151/ses-BAS1	None	sub-A00040151_ses-BAS1_task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00040151_ses-BAS1_task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00040151/ses-BAS1	None	sub-A00040151_ses-BAS1_task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00040151_ses-BAS1_task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00040151/ses-BAS1	None	sub-A00040151_ses-BAS1_task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00040151_ses-BAS1_task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00040151/ses-BAS1	None	sub-A00040151_ses-BAS1_task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00040151_ses-BAS1_task-BREATHHOLD_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00040151/ses-BAS1	None		
sub-A00055962_ses-BAS1_acq-VARIANTParallelReductionFactorInPlanePartialFourierPhaseEncodingDirection	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055962/ses-BAS1	None		
sub-A00055962_ses-BAS1_acq-VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055962/ses-BAS1	None		
sub-A00055962_ses-BAS1_task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055962/ses-BAS1	None	sub-A00055962_ses-BAS1_task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	sub-A00055962_ses-BAS1_task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-template_desc-preproc_connectome.tsv
sub-A00055962_ses-BAS1_task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055962/ses-BAS1	None	sub-A00055962_ses-BAS1_task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	sub-A00055962_ses-BAS1_task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-template_desc-preproc_connectome.tsv
sub-A00055962_ses-BAS1_task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055962/ses-BAS1	None	sub-A00055962_ses-BAS1_task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	sub-A00055962_ses-BAS1_task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime_space-template_desc-preproc_connectome.tsv
sub-A00033640_ses-BAS1_acq-VARIANTParallelReductionFactorInPlanePartialFourierPhaseEncodingDirection	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00033640/ses-BAS1	None		
sub-A00033640_ses-BAS1_acq-VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00033640/ses-BAS1	None		
sub-A00033640_ses-BAS1_task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00033640/ses-BAS1	None	sub-A00033640_ses-BAS1_task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	sub-A00033640_ses-BAS1_task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime_space-template_desc-preproc_connectome.tsv
sub-A00033640_ses-BAS1_task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00033640/ses-BAS1	None	sub-A00033640_ses-BAS1_task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	sub-A00033640_ses-BAS1_task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-template_desc-preproc_connectome.tsv
sub-A00033640_ses-BAS1_task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00033640/ses-BAS1	None	sub-A00033640_ses-BAS1_task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	sub-A00033640_ses-BAS1_task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-template_desc-preproc_connectome.tsv
sub-A00033640_ses-BAS1_task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00033640/ses-BAS1	None	sub-A00033640_ses-BAS1_task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	sub-A00033640_ses-BAS1_task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-template_desc-preproc_connectome.tsv
sub-A00033640_ses-BAS1_task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00033640/ses-BAS1	None	sub-A00033640_ses-BAS1_task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	sub-A00033640_ses-BAS1_task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime_space-template_desc-preproc_connectome.tsv
sub-A00055903_ses-TRT_task-rest_acq-CAP	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055903/ses-TRT	None	sub-A00055903_ses-TRT_task-rest_acq-CAP_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055903_ses-TRT_task-rest_acq-645	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055903/ses-TRT	None	sub-A00055903_ses-TRT_task-rest_acq-645_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055903_ses-TRT_task-BREATHHOLD_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055903/ses-TRT	None	sub-A00055903_ses-TRT_task-BREATHHOLD_acq-1400_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055903_ses-BAS1_task-rest_acq-645	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055903/ses-BAS1	None	sub-A00055903_ses-BAS1_task-rest_acq-645_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055903_ses-BAS1_task-CHECKERBOARD_acq-645	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055903/ses-BAS1	None	sub-A00055903_ses-BAS1_task-CHECKERBOARD_acq-645_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055903_ses-BAS1_task-BREATHHOLD_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055903/ses-BAS1	None	sub-A00055903_ses-BAS1_task-BREATHHOLD_acq-1400_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055903_ses-BAS1_task-rest_acq-CAP	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055903/ses-BAS1	None	sub-A00055903_ses-BAS1_task-rest_acq-CAP_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00055903_ses-BAS1_task-CHECKERBOARD_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00055903/ses-BAS1	None	sub-A00055903_ses-BAS1_task-CHECKERBOARD_acq-1400_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00028468_ses-BAS1_task-CHECKERBOARD_acq-645RR	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00028468/ses-BAS1	None	sub-A00028468_ses-BAS1_task-CHECKERBOARD_acq-645RR_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00028468_ses-BAS1_task-rest_acq-645	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00028468/ses-BAS1	None	sub-A00028468_ses-BAS1_task-rest_acq-645_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00028468_ses-BAS1_task-CHECKERBOARD_acq-1400RR	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00028468/ses-BAS1	None	sub-A00028468_ses-BAS1_task-CHECKERBOARD_acq-1400RR_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00028468_ses-BAS1_task-rest_acq-CAPRR	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00028468/ses-BAS1	None	sub-A00028468_ses-BAS1_task-rest_acq-CAPRR_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00028468_ses-BAS1_task-rest_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00028468/ses-BAS1	None	sub-A00028468_ses-BAS1_task-rest_acq-1400_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00028468_ses-BAS1_task-BREATHHOLD_acq-1400RR	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00028468/ses-BAS1	None		
sub-A00052182_ses-FLU2_task-BREATHHOLD_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00052182/ses-FLU2	None	sub-A00052182_ses-FLU2_task-BREATHHOLD_acq-1400_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00052182_ses-FLU2_task-CHECKERBOARD_acq-645	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00052182/ses-FLU2	None	sub-A00052182_ses-FLU2_task-CHECKERBOARD_acq-645_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00052182_ses-FLU2_task-rest_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00052182/ses-FLU2	None	sub-A00052182_ses-FLU2_task-rest_acq-1400_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-A00052182_ses-FLU2_task-CHECKERBOARD_acq-1400	NKI	/ocean/projects/med220004p/shared/data_sandbox/derived/RBC-testing/data/UPenn/NKI/sub-A00052182/ses-FLU2	None	sub-A00052182_ses-FLU2_task-CHECKERBOARD_acq-1400_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
